,reasons,time_occured,time_reported,comments,incident_address
1135,Sex Offense,14:41:33 10/12/22 - 14:41:33 10/12/22,14:41:33,  Reported sex offense.,CODDINGTON RD; T DANBY ITHACA NY 14850
1136,Traffic Offense,14:19:59 10/12/22 - 14:19:59 10/12/22,14:19:59,  Traffic stop.,SEVEN MILE DR & BOSTWICK RD; T ITHACA ITHACA NY 14850
1137,Traffic Offense,14:19:59 10/12/22 - 14:19:59 10/12/22,14:19:59,  Traffic stop.,SEVEN MILE DR & BOSTWICK RD; T ITHACA ITHACA NY 14850
1138,Traffic Offense,14:19:59 10/12/22 - 14:19:59 10/12/22,14:19:59,  Traffic stop.,SEVEN MILE DR & BOSTWICK RD; T ITHACA ITHACA NY 14850
1139,Traffic Offense,14:19:59 10/12/22 - 14:19:59 10/12/22,14:19:59,  Traffic stop.,SEVEN MILE DR & BOSTWICK RD; T ITHACA ITHACA NY 14850
1140,Traffic Offense,13:42:19 10/12/22 - 13:42:19 10/12/22,13:42:19,  Traffic stop.,MAIN ST # HS; NEWFIELD HIGH SCHOOL; T NEWFIELD NEWFIELD NY 14867
1141,Traffic Offense,13:42:19 10/12/22 - 13:42:19 10/12/22,13:42:19,  Traffic stop.,MAIN ST # HS; NEWFIELD HIGH SCHOOL; T NEWFIELD NEWFIELD NY 14867
1142,Traffic Offense,13:42:19 10/12/22 - 13:42:19 10/12/22,13:42:19,  Traffic stop.,MAIN ST # HS; NEWFIELD HIGH SCHOOL; T NEWFIELD NEWFIELD NY 14867
1143,Property Cmplnt,13:41:04 10/12/22 - 13:42:05 10/12/22,13:41:04,  Property complaint,N TRIPHAMMER RD; LANSING WEST APTS; V LANSING ITHACA NY 14850
1144,Alarm Police,12:33:08 10/12/22 - 12:34:26 10/12/22,12:33:08,  TCSO responded to a Police Alarm,ARROWWOOD DR SUITE B; DAVID MONACELLI MD; V LANSING ITHACA NY 14850
1145,Pd Accident,12:28:44 10/12/22 - 12:32:39 10/12/22,12:28:00,  TCSO responded to a Property Damage MVA.,STATE ROUTE 13 S; ROUTE 13 AT STEWART PARK; T ITHACA ITHACA NY 14850
1146,Special Detail,12:21:13 10/12/22 - 12:21:13 10/12/22,12:21:13,  Special detail. (School),MAIN ST; NEWFIELD SCHOOL DISTRICT; T NEWFIELD NEWFIELD NY 14867
1147,Traffic Offense,12:11:41 10/12/22 - 12:11:41 10/12/22,12:11:41,  Traffic stop.,ELMIRA RD & FIVE MILE DR; T ITHACA ITHACA NY 14850
1148,Welfare Check,11:49:13 10/12/22 - 11:52:29 10/12/22,11:49:13,  TCSO responded to a Welfare Check,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850
1149,Suspicious,10:08:39 10/12/22 - 10:11:20 10/12/22,10:08:13,  Suspicious.,WEST HILL CIR UNIT 8; OVERLOOK; T ITHACA ITHACA NY 14850
1150,Domestic,09:18:25 10/12/22 - 09:20:36 10/12/22,09:18:25,  TCSO assisted NYSP.,ROBINS WAY APARTMENT 2; MILTON MEADOWS; T LANSING LANSING NY 14882
1151,Traffic Offense,09:15:27 10/12/22 - 09:15:27 10/12/22,09:15:27,  Traffic stop.,ELMIRA RD; MCDONALDS; C ITHACA ITHACA NY 14850
1152,Assist,09:01:27 10/12/22 - 09:01:41 10/12/22,09:01:27,  TCSO assisted a citizen,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1153,Traffic Offense,08:24:13 10/12/22 - 08:24:13 10/12/22,08:24:13, ,N TRIPHAMMER RD & STATE ROUTE 13 N; V LANSING ITHACA NY 14850
1154,Pd Accident,07:29:25 10/12/22 - 07:30:27 10/12/22,07:29:25,  Traffic Stop.,TAUGHANNOCK BLVD; T ITHACA ITHACA NY 14850
1155,Cardiac Arrest,07:26:47 10/12/22 - 07:28:02 10/12/22,07:26:47,  Deputies responded for a possible 10.79.,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850
1156,Alarm Police,05:37:23 10/12/22 - 05:38:55 10/12/22,05:37:23,  Alarm activation,WOODSEDGE DR; IMR TEST LABS; T LANSING LANSING NY 14882
1157,Property Check,04:28:02 10/12/22 - 04:28:02 10/12/22,04:28:02,  Property Check,MAIN ST; COVERED BRIDGE MARKET; T NEWFIELD NEWFIELD NY 14867
1158,Traffic Offense,03:57:16 10/12/22 - 03:57:16 10/12/22,03:57:16,  Traffic offense,ASBURY RD & COLLINS RD; T LANSING FREEVILLE NY 13068
1159,Suspicious,03:12:50 10/12/22 - 03:14:52 10/12/22,03:12:08,  Suspicious vehicle,SOVOCOOL HILL RD & SINCERBEAUX RD; T GROTON GROTON NY 13073
1160,Special Detail,03:10:22 10/12/22 - 03:10:22 10/12/22,03:10:22,  Special detail.,COBB ST; T GROTON; T DRYDEN GROTON NY 13073
1161,Property Check,02:55:00 10/12/22 - 02:55:00 10/12/22,02:55:00,  Property Check,SAND BANK RD; SOUTH HILL CIDER; T DANBY ITHACA NY 14850
1162,Property Check,02:43:32 10/12/22 - 02:43:32 10/12/22,02:43:32,  Property check.,W LAKE RD; T DRYDEN DRYDEN NY 13053
1163,Property Check,01:41:01 10/12/22 - 01:41:01 10/12/22,01:41:01,  Property Check.,HALSEY ST; TRUMANSBURG PUBLIC GOLF COURSE; TRUMANSBURG TRUMANSBURG NY 14886
1164,Alarm Police,01:13:32 10/12/22 - 01:15:20 10/12/22,01:13:21,  Alarm activation,CATHERWOOD RD UNIT H-02; DICKS; V LANSING ITHACA NY 14850
1165,Property Check,01:04:20 10/12/22 - 01:04:20 10/12/22,01:04:20,  Property Check,ELMIRA RD; EDDYDALE FARM STAND; T ITHACA ITHACA NY 14850
1166,Special Detail,00:57:05 10/12/22 - 00:57:05 10/12/22,00:57:05,  Special detail,BROOKS HILL RD; T LANSING LANSING NY 14882
1167,Traffic Offense,00:55:58 10/12/22 - 00:55:58 10/12/22,00:55:58,  Traffic stop.,STATE ROUTE 13 & OLD DRYDEN RD; T VIRGIL CORTLAND COUNTY NY 13045
1168,Special Detail,00:42:29 10/12/22 - 00:42:29 10/12/22,00:42:29,  Special detail,LANSINGVILLE RD; T LANSING LANSING NY 14882
1169,Property Check,00:36:55 10/12/22 - 00:36:55 10/12/22,00:36:55,  Property check.,MOTT RD; RMS GRAVEL; T DRYDEN DRYDEN NY 13053
1170,Property Check,00:29:08 10/12/22 - 00:29:08 10/12/22,00:29:08,  Property check,N TRIPHAMMER RD; CAYUGA MALL; V LANSING ITHACA NY 14850
1171,Traffic Offense,00:28:48 10/12/22 - 00:28:48 10/12/22,00:28:48,  Traffic stop.,HART RD & FREEVILLE RD; T DRYDEN FREEVILLE NY 13068
1172,Property Check,00:20:05 10/12/22 - 00:20:05 10/12/22,00:20:05,  Property Check,W LAKE RD; DRYDEN LAKE; T DRYDEN DRYDEN NY 13053
1173,Property Check,00:03:18 10/12/22 - 00:03:18 10/12/22,00:03:18,  Property check,SEARLES RD; T LANSING GROTON NY 13073
1174,Warrant,22:02:28 10/11/22 - 22:04:00 10/11/22,22:02:28,  Deputy made a warrant arrest.,ROBINS WAY APARTMENT 7; MILTON MEADOWS; T LANSING LANSING NY 14882
1175,Warrant,22:02:28 10/11/22 - 22:04:00 10/11/22,22:02:28,  Deputy made a warrant arrest.,ROBINS WAY APARTMENT 7; MILTON MEADOWS; T LANSING LANSING NY 14882
1176,Warrant,22:02:28 10/11/22 - 22:04:00 10/11/22,22:02:28,  Deputy made a warrant arrest.,ROBINS WAY APARTMENT 7; MILTON MEADOWS; T LANSING LANSING NY 14882
1177,Traffic Offense,20:26:34 10/11/22 - 20:26:34 10/11/22,20:26:38,  Traffic Offense,SEVEN MILE DR; T ITHACA ITHACA NY 14850
1178,Traffic Offense,20:26:34 10/11/22 - 20:26:34 10/11/22,20:26:38,  Traffic Offense,SEVEN MILE DR; T ITHACA ITHACA NY 14850
1179,Traffic Offense,20:09:06 10/11/22 - 20:09:06 10/11/22,20:09:06,  Traffic Stop,FIVE MILE DR & GLENSIDE RD; T ITHACA ITHACA NY 14850
1180,Pi Accident,20:05:50 10/11/22 - 20:08:32 10/11/22,20:05:50,  TCSO investigated a PI accident.,N TRIPHAMMER RD; TRIPHAMMER MARKETPLACE; V LANSING ITHACA NY 14850
1181,Traffic Offense,19:52:17 10/11/22 - 19:52:17 10/11/22,19:52:17,  Traffic Stop,FIVE MILE DR & GLENSIDE RD; T ITHACA ITHACA NY 14850
1182,Traffic Cmplnt,19:41:23 10/11/22 - 19:43:16 10/11/22,19:41:22,  TCSO responded to a Traffic Complaint.,EAST SHORE DR & ESTY DR; T LANSING; V LANSING ITHACA NY 14850
1183,Pd Accident,18:58:47 10/11/22 - 18:58:47 10/11/22,18:59:12,  Deputy responded to a property damage accident.,EASTLAKE RD & EAST SHORE DR; T LANSING ITHACA NY 14850
1184,Animal Problem,18:44:29 10/11/22 - 18:45:56 10/11/22,18:44:29,  Deputy responded to an animal problem.,BLOCK EAST SHORE DR; V LANSING ITHACA NY 14850
1185,Traffic Offense,18:12:34 10/11/22 - 18:12:34 10/11/22,18:12:34,  Deputy conducted a traffic stop.,DRYDEN RD & FOREST HOME DR; T DRYDEN ITHACA NY 14850
1186,Welfare Check,17:28:32 10/11/22 - 17:33:10 10/11/22,17:28:32,  Dispute,CRESCENT DR & ELMIRA RD; T NEWFIELD NEWFIELD NY 14867
1187,Domestic,16:58:32 10/11/22 - 16:59:09 10/11/22,16:58:32,  Deputy responded to a domestic.,FAIRGROUNDS MEMORIAL PKWY SUITE 200; DOLLAR TREE; C ITHA ITHACA NY 14850
1188,Assist,16:50:28 10/11/22 - 16:52:03 10/11/22,16:50:28,  Assist,WEST HILL CIR UNIT 2; OVERLOOK; T ITHACA ITHACA NY 14850
1189,Traffic Offense,16:48:00 10/11/22 - 16:48:00 10/11/22,16:48:00,  Traffic Stop,TERRELL RD & PODUNK RD; T ULYSSES TRUMANSBURG NY 14886
1190,Pd Accident,16:34:27 10/11/22 - 16:35:25 10/11/22,16:34:27,  TCSO investigated an accident.,EAST SHORE DR; LANSING CAR WASH; T LANSING LANSING NY 14882
1191,Traffic Offense,16:31:16 10/11/22 - 16:31:16 10/11/22,16:31:16,  Deputy conducted a traffic stop.,E MALLORYVILLE RD & NORTH RD; T DRYDEN FREEVILLE NY 13068
1192,Domestic,16:11:30 10/11/22 - 16:13:20 10/11/22,16:11:30,  Assist NYSP,PEACHTREE LN; T ITHACA ITHACA NY 14850
1193,Traffic Cmplnt,16:01:03 10/11/22 - 16:02:54 10/11/22,16:01:03,  Traffic Complaint,TRUMANSBURG RD & E SENECA RD; T COVERT TRUMANSBURG NY 14886
1194,Structure Fire,15:46:41 10/11/22 - 15:47:22 10/11/22,15:46:41,  TCSO responded to a structure fire.,LICK ST; T GROTON GROTON NY 13073
1195,Escort,15:37:51 10/11/22 - 15:37:51 10/11/22,15:37:51,  transport,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1196,Sex Offense,14:29:15 10/11/22 - 14:29:38 10/11/22,14:29:15,  Sex offense.,SHAFFER RD; T NEWFIELD NEWFIELD NY 14867
1197,Theft,14:21:05 10/11/22 - 14:22:13 10/11/22,14:21:05,  Deputy responded to a theft.,HILL RD; T DANBY ITHACA NY 14850
1198,Assist,14:10:47 10/11/22 - 14:14:46 10/11/22,14:10:47,  Assist Citizen.,OLD PAYNE RD; T NEWFIELD NEWFIELD NY 14867
1199,Cardiac Arrest,13:48:15 10/11/22 - 13:54:27 10/11/22,13:48:15,  Assist,SALT RD; T GROTON GROTON NY 13073
1200,Special Detail,13:24:55 10/11/22 - 13:24:55 10/11/22,13:24:55, ,CATHERWOOD RD; V LANSING ITHACA NY 14850
1201,Animal Problem,13:24:48 10/11/22 - **:**:** **/**/**,13:24:48,  Animal Complaint.,TAUGHANNOCK BLVD; T ULYSSES ITHACA NY 14850
1202,Property Cmplnt,12:30:25 10/11/22 - 12:31:20 10/11/22,12:30:25,  Property complaint,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850
1203,Assist,11:24:09 10/11/22 - 11:26:19 10/11/22,11:24:09,  Assist,GRAHAM RD # 4A4; UNIVERSITY HEIGHTS APTS; V LANSING ITHACA NY 14850
1204,Property Check,11:10:16 10/11/22 - 11:10:16 10/11/22,11:10:16,  Property complaint,SEARLES RD; T LANSING GROTON NY 13073
1205,Information,11:01:59 10/11/22 - 11:01:59 10/11/22,11:01:59,  Call reassigned to NYSP,CYPRESS CT; CAYUGA VIEW APTS; T ITHACA ITHACA NY 14850
1206,Civil Cmplnt,10:54:15 10/11/22 - 10:54:15 10/11/22,10:54:17,  Civil Complaint,NEIMI RD; T DRYDEN FREEVILLE NY 13068
1207,Transport,10:23:06 10/11/22 - 10:23:06 10/11/22,10:23:06,  Juvenile Transport,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1208,Unclassified,09:49:01 10/11/22 - 09:49:01 10/11/22,09:49:01,  Deputy Sheriff Background Investigation,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1209,Pd Accident,09:48:56 10/11/22 - 09:48:56 10/11/22,09:48:56,  Car deer accident.,TAUGHANNOCK BLVD & GLENWOOD RD; T ULYSSES ITHACA NY 14850
1210,Civil Cmplnt,09:42:01 10/11/22 - 09:42:01 10/11/22,09:42:01,  Civil Complaint,RIDGE RD; T LANSING LANSING NY 14882
1211,Assist,09:33:30 10/11/22 - 09:34:34 10/11/22,09:33:30,  Assist Citizen.,ELMIRA RD; SMILEYS CITGO; T NEWFIELD NEWFIELD NY 14867
1212,Theft,09:27:29 10/11/22 - 09:29:35 10/11/22,09:27:29,  Theft.,WINSTON CT UNIT 4; T ITHACA ITHACA NY 14850
1213,Harassment,08:53:50 10/11/22 - 08:55:12 10/11/22,08:53:50,  Harassment,STEVENS RD # B2; T GROTON FREEVILLE NY 13068
1214,Pd Accident,08:33:45 10/11/22 - 08:35:36 10/11/22,08:33:45,  PD Accident,WARREN RD & EQUINOX DR; T LANSING ITHACA NY 14850
1215,Domestic,08:31:38 10/11/22 - 08:33:35 10/11/22,08:31:38,  Assist.,MIDLINE RD; T DRYDEN FREEVILLE NY 13068
1216,Special Detail,08:22:56 10/11/22 - 08:22:56 10/11/22,08:22:56,  School detail,LUDLOWVILLE RD; LANSING MIDDLE SCHOOL; T LANSING LANSING NY 14882
1217,Special Detail,08:21:52 10/11/22 - 08:21:52 10/11/22,08:21:52,  Special detail. (School),SLATERVILLE RD; CAROLINE ELEMENTARY SCHOOL; T CAROLINE SLATERVILLE SPR NY 14881
1218,Pd Accident,07:25:41 10/11/22 - 07:27:03 10/11/22,07:25:41,  PD accident,EAST SHORE DR; T LANSING; T LANSING LANSING NY 14882
1219,Pd Accident,07:21:02 10/11/22 - 07:22:43 10/11/22,07:21:02,  Property damage accident.,SLATERVILLE RD; CAROLINE ELEMENTARY SCHOOL; T CAROLINE SLATERVILLE SPR NY 14881
1220,Traffic Offense,05:49:08 10/11/22 - 05:49:08 10/11/22,05:49:08,  Traffic Offense.,SEVEN MILE DR & ELMIRA RD; T ITHACA ITHACA NY 14850
1221,Traffic Offense,05:14:00 10/11/22 - 05:14:00 10/11/22,05:14:00,  Traffic Offense.,SEVEN MILE DR & ELMIRA RD; T ITHACA ITHACA NY 14850
1222,Property Check,03:58:34 10/11/22 - 03:58:34 10/11/22,03:58:34,  Property Check.,BENJAMIN HILL RD; T NEWFIELD NEWFIELD NY 14867
1223,Property Check,03:37:14 10/11/22 - 03:37:14 10/11/22,03:37:14,  Property Check.,ENFIELD MAIN RD; ENFIELD ELEMENTARY SCHOOL; T ENFIELD ITHACA NY 14850
1224,Harassment,03:06:04 10/11/22 - 03:07:40 10/11/22,03:06:04,  Domestic.,LOWER CREEK RD; T DRYDEN ITHACA NY 14850
1225,Harassment,03:06:04 10/11/22 - 03:07:40 10/11/22,03:06:04,  Domestic.,LOWER CREEK RD; T DRYDEN ITHACA NY 14850
1226,Harassment,03:06:04 10/11/22 - 03:07:40 10/11/22,03:06:04,  Domestic.,LOWER CREEK RD; T DRYDEN ITHACA NY 14850
1227,Pd Accident,02:55:34 10/11/22 - 02:56:35 10/11/22,02:55:34,  Accident.,TRUMANSBURG RD; T ULYSSES ITHACA NY 14850
1228,Property Check,02:15:30 10/11/22 - 02:15:30 10/11/22,02:15:30,  Property Check.,DANBY RD; DANBY TOWN HALL; T DANBY ITHACA NY 14850
1229,Traffic Offense,01:02:30 10/11/22 - 01:02:30 10/11/22,01:02:30,  Traffic Offense.,ELMIRA RD & FIVE MILE DR; T ITHACA ITHACA NY 14850
1230,Traffic Offense,00:41:11 10/11/22 - 00:41:11 10/11/22,00:41:11,  Traffic stop.,DRYDEN RD & GAME FARM RD; T DRYDEN; T ITHACA ITHACA NY 14850
1231,Property Check,00:21:32 10/11/22 - 00:21:32 10/11/22,00:21:32,  Property Check.,MAIN ST; NEWFIELD TOWN HALL; T NEWFIELD NEWFIELD NY 14867
1232,Alarm Police,23:11:03 10/10/22 - 23:11:49 10/10/22,23:11:03,  Alarm activation,CATHERWOOD RD UNIT H-02; DICKS; V LANSING ITHACA NY 14850
1233,Alarm Police,23:11:03 10/10/22 - 23:11:49 10/10/22,23:11:03,  Alarm activation,CATHERWOOD RD UNIT H-02; DICKS; V LANSING ITHACA NY 14850
1234,Suspicious,21:44:36 10/10/22 - 21:44:36 10/10/22,21:44:41,  Suspicious Circumstance.,TRUMANSBURG RD; CAYUGA MEDICAL ASSOCIATES; T ITHACA ITHACA NY 14850
1235,Pd Accident,20:59:18 10/10/22 - 21:00:05 10/10/22,20:59:00,  Property Damage Accident.,TRUMANSBURG RD; T ULYSSES ITHACA NY 14850
1236,Traffic Offense,20:48:56 10/10/22 - 20:48:56 10/10/22,20:48:56,  Traffic Offense.,ELMIRA RD & SEVEN MILE DR; T ITHACA ITHACA NY 14850
1237,Suspicious,20:36:59 10/10/22 - 20:39:35 10/10/22,20:36:59,  Deputy responded to a suspicious.,WILSON RD; T LANSING LANSING NY 14882
1238,Suspicious,20:36:59 10/10/22 - 20:39:35 10/10/22,20:36:59,  Deputy responded to a suspicious.,WILSON RD; T LANSING LANSING NY 14882
1239,Dispute,19:58:46 10/10/22 - 20:01:07 10/10/22,19:58:46,  TCSO investigated a reported dispute.,SYLVAN LN; WEST DANBY FIRE STATION; T DANBY SPENCER NY 14883
1240,Traffic Offense,19:53:05 10/10/22 - 19:53:05 10/10/22,19:53:05,  traffic stop,N TRIPHAMMER RD & PERUVILLE RD; T LANSING LANSING NY 14882
1241,Overdose,19:49:19 10/10/22 - 19:50:51 10/10/22,19:49:19,  Deputy responded to an overdose.,ELLIS HOLLOW RD; BEST WESTERN; T ITHACA ITHACA NY 14850
1242,Traffic Offense,19:29:14 10/10/22 - 19:29:14 10/10/22,19:29:14,  Traffic stop.,FOREST HOME DR & DRYDEN RD; T DRYDEN ITHACA NY 14850
1243,Traffic Offense,19:24:20 10/10/22 - 19:24:20 10/10/22,19:24:20,  traffic stop,CORTLAND RD & OGDEN RD; T GROTON GROTON NY 13073
1244,Welfare Check,19:02:46 10/10/22 - 19:09:20 10/10/22,19:02:46,  TCSO assisted Citizen.,CRESTVIEW LN; T NEWFIELD NEWFIELD NY 14867
1245,Suspicious,18:51:35 10/10/22 - 18:54:03 10/10/22,18:51:35,  Deputy responded to a suspicious complaint.,W LAKE RD; DRYDEN LAKE; T DRYDEN DRYDEN NY 13053
1246,Traffic Offense,18:44:40 10/10/22 - 18:44:40 10/10/22,18:44:40,  traffic stop,WARREN RD & CHERRY RD; T LANSING ITHACA NY 14850
1247,Dispute,18:28:36 10/10/22 - 18:30:53 10/10/22,18:28:36,  Assist Dryden Police Department with a dispute.,W MAIN ST UNIT 2; V DRYDEN DRYDEN NY 13053
1248,Pi Accident,18:14:14 10/10/22 - 18:15:42 10/10/22,18:14:09,  TCSO assisted NYSP.,SHAFFER RD & PIPER RD; T NEWFIELD NEWFIELD NY 14867
1249,Pd Accident,17:19:10 10/10/22 - 17:20:51 10/10/22,17:19:02,  Deputy responded to a property damage accident.,DANBY RD; T ITHACA ITHACA NY 14850
1250,Special Detail,17:04:04 10/10/22 - 17:05:03 10/10/22,17:04:04,  CMC detail,HARRIS B DATES DR # HOSP; CAYUGA MEDICAL CENTER; T ITHAC ITHACA NY 14850
1251,Assist,16:42:40 10/10/22 - 16:45:47 10/10/22,16:42:40,  TCSO assisted Citizen.,W KING RD; T DANBY ITHACA NY 14850
1252,Structure Fire,16:09:48 10/10/22 - 16:10:33 10/10/22,16:09:42,  Assist NYSP with a structure fire.,CASWELL RD; T DRYDEN GROTON NY 13073
1253,Unconscious,15:12:26 10/10/22 - 15:14:47 10/10/22,15:12:26,  TCSO investigated a traffic complaint.,INDIANA LN; MEADOWBROOK MOBILE HOME PARK; T NEWFIELD NEWFIELD NY 14867
1254,Domestic,15:10:17 10/10/22 - 15:14:57 10/10/22,15:10:17,  Assist Other Agency.,TRUMBULLS CORNERS RD; T NEWFIELD; T ENFIELD NEWFIELD NY 14867
1255,Unclassified,14:25:51 10/10/22 - 14:25:51 10/10/22,14:25:51,  Assist.,CECIL A MALONE DR; C ITHACA ITHACA NY 14850
1256,Assist,14:25:07 10/10/22 - 14:25:20 10/10/22,14:25:07,  Assist,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1257,Traffic Offense,13:43:11 10/10/22 - 13:43:11 10/10/22,13:43:11,  Traffic stop.,N MEADOW ST & THIRD ST; C ITHACA ITHACA NY 14850
1258,Traffic Offense,13:43:11 10/10/22 - 13:43:11 10/10/22,13:43:11,  Traffic stop.,N MEADOW ST & THIRD ST; C ITHACA ITHACA NY 14850
1259,Traffic Offense,13:43:11 10/10/22 - 13:43:11 10/10/22,13:43:11,  Traffic stop.,N MEADOW ST & THIRD ST; C ITHACA ITHACA NY 14850
1260,Traffic Offense,13:43:11 10/10/22 - 13:43:11 10/10/22,13:43:11,  Traffic stop.,N MEADOW ST & THIRD ST; C ITHACA ITHACA NY 14850
1261,Traffic Offense,13:43:11 10/10/22 - 13:43:11 10/10/22,13:43:11,  Traffic stop.,N MEADOW ST & THIRD ST; C ITHACA ITHACA NY 14850
1262,Assist,13:11:37 10/10/22 - 13:12:43 10/10/22,13:11:37,  Assist,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1263,Welfare Check,12:53:24 10/10/22 - 12:55:31 10/10/22,12:53:24,  Welfare check,ATWATER RD; T LANSING LANSING NY 14882
1264,Domestic,12:33:50 10/10/22 - 12:35:24 10/10/22,12:33:50,  Domestic.,W SENECA RD LOT 92; AUBLES MOBILE HOME PARK TBURG; TRUM TRUMANSBURG NY 14886
1265,Suspicious,12:11:15 10/10/22 - 12:13:01 10/10/22,12:11:15,  Suspicious vehicle.,PROSPECT ST; TRUMANSBURG TRUMANSBURG NY 14886
1266,Warrant,11:40:39 10/10/22 - 11:41:24 10/10/22,11:40:39,  Warrant.,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850
1267,Warrant,11:40:39 10/10/22 - 11:41:24 10/10/22,11:40:39,  Warrant.,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850
1268,Welfare Check,11:18:08 10/10/22 - 11:22:07 10/10/22,11:18:08,  Welfare check,N TRIPHAMMER RD; V LANSING ITHACA NY 14850
1269,Property Check,10:45:47 10/10/22 - 10:46:53 10/10/22,10:45:47,  Property Check.,LOOMIS CT; T DANBY ITHACA NY 14850
1270,Child Abuse,10:44:38 10/10/22 - 10:45:00 10/10/22,10:44:38, ,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1271,Alarm Police,10:28:21 10/10/22 - 10:29:09 10/10/22,10:28:21,  Alarm,DUTCH MILL RD; TRANSONIC SYSTEMS INC; T LANSING ITHACA NY 14850
1272,Pd Accident,09:48:41 10/10/22 - 09:49:10 10/10/22,09:48:41,  PD Accident,EAST SHORE DR; T LANSING ITHACA NY 14850
1273,Traffic Offense,09:36:25 10/10/22 - 09:36:25 10/10/22,09:36:25,  Traffic stop.,SALT RD & ELM ST EXT; T GROTON GROTON NY 13073
1274,Traffic Offense,09:36:25 10/10/22 - 09:36:25 10/10/22,09:36:25,  Traffic stop.,SALT RD & ELM ST EXT; T GROTON GROTON NY 13073
1275,Traffic Offense,09:36:25 10/10/22 - 09:36:25 10/10/22,09:36:25,  Traffic stop.,SALT RD & ELM ST EXT; T GROTON GROTON NY 13073
1276,Traffic Offense,09:36:25 10/10/22 - 09:36:25 10/10/22,09:36:25,  Traffic stop.,SALT RD & ELM ST EXT; T GROTON GROTON NY 13073
1277,Pi Accident,08:41:55 10/10/22 - 08:43:51 10/10/22,08:41:55,  PI Accident,SALT RD & CLARK ST EXT; T GROTON GROTON NY 13073
1278,Traffic Cmplnt,08:23:05 10/10/22 - 08:25:10 10/10/22,08:23:05,  Traffic complaint,DAVIS RD & CHAMPLIN RD; T GROTON GROTON NY 13073
1279,Pd Accident,06:30:22 10/10/22 - 06:32:19 10/10/22,06:30:22,  Accident.,MECKLENBURG RD; T ITHACA ITHACA NY 14850
1280,Pd Accident,05:11:51 10/10/22 - 05:14:56 10/10/22,05:11:51,  Property damage accident.,DRYDEN HARFORD RD & W LAKE RD; T DRYDEN DRYDEN NY 13053
1281,Assist,05:01:58 10/10/22 - 05:05:04 10/10/22,05:01:58,  Assist EMS.,GRAHAM RD; UNIVERSITY HEIGHTS APTS; V LANSING ITHACA NY 14850
1282,Domestic,04:36:24 10/10/22 - 04:38:39 10/10/22,04:36:24,  Verbal Domestic.,STORMY VIEW DR; T LANSING ITHACA NY 14850
1283,Property Check,03:54:15 10/10/22 - 03:54:15 10/10/22,03:54:15,  Property Check.,ELMIRA RD; ITHACAN BOTTLE REDEMPTION; T ITHACA ITHACA NY 14850
1284,Burglary,02:54:38 10/10/22 - 02:57:24 10/10/22,02:54:38, ,MIDLINE RD; T DRYDEN FREEVILLE NY 13068
1285,Traffic Offense,02:10:26 10/10/22 - 02:10:26 10/10/22,02:10:26,  Traffic Stop.,PERUVILLE RD; MIRABITO; T LANSING LANSING NY 14882
1286,Traffic Offense,01:50:00 10/10/22 - 01:50:00 10/10/22,01:50:00,  Traffic Stop,RIDGE RD & ROSS RD; T LANSING LANSING NY 14882
1287,Theft,01:43:47 10/10/22 - 01:44:53 10/10/22,01:43:47,  Theft.,N VAN DORN RD; T ENFIELD ITHACA NY 14850
1288,Traffic Offense,01:39:29 10/10/22 - 01:39:29 10/10/22,01:39:29,  Traffic Stop,RIDGE RD & LANSINGVILLE RD; T LANSING LANSING NY 14882
1289,Property Check,01:19:15 10/10/22 - 01:19:15 10/10/22,01:19:15,  Property Check,RIDGE RD; LANSING HIGH SCHOOL; T LANSING LANSING NY 14882
1290,Property Check,01:12:10 10/10/22 - 01:12:10 10/10/22,01:12:10,  Property check.,W LAKE RD; T DRYDEN DRYDEN NY 13053
1291,Traffic Offense,00:51:49 10/10/22 - 00:51:49 10/10/22,00:51:49,  Traffic Stop.,N TRIPHAMMER RD; CROSSROADS BAR AND GRILL; T LANSING LANSING NY 14882
1292,Property Check,00:50:59 10/10/22 - 00:50:59 10/10/22,00:50:59,  Property check. RPS/1234,PERUVILLE RD; T DRYDEN GROTON NY 13073
1293,Property Check,00:42:07 10/10/22 - 00:42:07 10/10/22,00:42:07,  Property check.,FREEVILLE RD # HS; DRYDEN HIGH SCHOOL; T DRYDEN DRYDEN NY 13053
1294,Property Check,00:32:49 10/10/22 - 00:32:49 10/10/22,00:32:49,  Property check. RPS/1234,ROBINS WAY; T LANSING LANSING NY 14882
